user_id,persona_type,assigned_group,manual_perk,total_spend_manual,num_trips_manual,conversion_rate_manual,RFM_score_manual,browsing_rate_manual,business_rate_manual,cluster,segment_name,ml_perk,total_spend_ml,num_trips_ml,conversion_rate_ml,RFM_score_ml,browsing_rate_ml,business_rate_ml
579040,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
579065,Family,High-Intent Browsers & Spenders,no cancellation fees,5272.961,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,5272.961,4.0,0.5,7.0,0.5,0.25
579230,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,433.86,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,433.86,1.0,0.125,1.0,0.875,0.0
579275,Solo,Baseline Travelers,exclusive discounts,4047.228,4.0,0.75,6.0,0.25,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4047.228,4.0,0.75,6.0,0.25,0.25
579307,Family,Baseline Travelers,exclusive discounts,1761.78,4.0,0.6666666666666666,4.0,0.3333333333333333,0.0,4,Baseline Travelers,exclusive discounts,1761.78,4.0,0.6666666666666666,4.0,0.3333333333333333,0.0
579323,Family,Hotel & Business Focused Travelers,free hotel meal,2795.9399999999996,3.0,0.375,4.0,0.625,0.3333333333333333,2,Group & Family Travelers / Heavy Baggage,free checked bags,2795.9399999999996,3.0,0.375,4.0,0.625,0.3333333333333333
579404,Group,Hotel & Business Focused Travelers,free hotel meal,4821.514999999999,4.0,0.5,7.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,4821.514999999999,4.0,0.5,7.0,0.5,0.5
579503,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
579547,Solo,Hotel & Business Focused Travelers,free hotel meal,4946.24,3.0,0.375,6.0,0.625,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,4946.24,3.0,0.375,6.0,0.625,0.3333333333333333
579589,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,9669.454,6.0,0.75,9.0,0.25,0.1666666666666666,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9669.454,6.0,0.75,9.0,0.25,0.1666666666666666
579707,Family,Baseline Travelers,exclusive discounts,1599.4,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,1599.4,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
579714,Solo,High-Intent Browsers & Spenders,no cancellation fees,3685.0,2.0,0.25,4.0,0.75,0.0,3,High-Intent Browsers & Spenders,no cancellation fees,3685.0,2.0,0.25,4.0,0.75,0.0
579783,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
579792,Couple,High-Intent Browsers & Spenders,no cancellation fees,5433.415000000001,5.0,0.625,8.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5433.415000000001,5.0,0.625,8.0,0.375,0.2
579804,Solo,Hotel & Business Focused Travelers,free hotel meal,6309.575,3.0,0.375,7.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,6309.575,3.0,0.375,7.0,0.625,0.0
579829,Weekender,Baseline Travelers,exclusive discounts,3070.3599999999997,3.0,0.375,7.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,3070.3599999999997,3.0,0.375,7.0,0.625,0.0
579846,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2479.5,1.0,0.125,3.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,2479.5,1.0,0.125,3.0,0.875,0.0
579950,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,8558.244,5.0,0.5555555555555556,9.0,0.4444444444444444,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,8558.244,5.0,0.5555555555555556,9.0,0.4444444444444444,0.4
579971,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
579999,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,260.0,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,260.0,1.0,0.125,1.0,0.875,0.0
580026,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
580077,Solo,High-Intent Browsers & Spenders,no cancellation fees,1453.66,2.0,0.25,2.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,1453.66,2.0,0.25,2.0,0.75,0.5
580211,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,7592.178,6.0,0.75,9.0,0.25,0.3333333333333333,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7592.178,6.0,0.75,9.0,0.25,0.3333333333333333
580212,Solo,Baseline Travelers,exclusive discounts,4327.889999999999,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4327.889999999999,4.0,0.5,7.0,0.5,0.25
580402,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,5724.12,5.0,0.625,8.0,0.375,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5724.12,5.0,0.625,8.0,0.375,0.4
580460,Family,Baseline Travelers,exclusive discounts,1466.3940000000002,3.0,0.375,4.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,1466.3940000000002,3.0,0.375,4.0,0.625,0.0
580515,Group,Hotel & Business Focused Travelers,free hotel meal,7796.227,3.0,0.3333333333333333,7.0,0.6666666666666666,0.0,1,Hotel & Business Focused Travelers,free hotel meal,7796.227,3.0,0.3333333333333333,7.0,0.6666666666666666,0.0
580578,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,6737.0199999999995,4.0,0.4444444444444444,7.0,0.5555555555555556,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6737.0199999999995,4.0,0.4444444444444444,7.0,0.5555555555555556,0.5
580611,Solo,Baseline Travelers,exclusive discounts,3699.4825,4.0,0.5,11.0,0.5,0.25,4,Baseline Travelers,exclusive discounts,3699.4825,4.0,0.5,11.0,0.5,0.25
580622,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
580626,Solo,High-Intent Browsers & Spenders,no cancellation fees,5681.32,3.0,0.3333333333333333,6.0,0.6666666666666666,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,5681.32,3.0,0.3333333333333333,6.0,0.6666666666666666,0.6666666666666666
580658,Solo,High-Intent Browsers & Spenders,no cancellation fees,2100.3199999999997,3.0,0.375,4.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,2100.32,3.0,0.375,4.0,0.625,0.3333333333333333
580895,Solo,Baseline Travelers,exclusive discounts,1970.0,2.0,0.25,3.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1970.0,2.0,0.25,3.0,0.75,0.0
580902,Solo,Baseline Travelers,exclusive discounts,1410.22,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,1410.22,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0
580944,Family,High-Intent Browsers & Spenders,no cancellation fees,3418.04,3.0,0.375,5.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,3418.04,3.0,0.375,5.0,0.625,0.3333333333333333
580971,Solo,Baseline Travelers,exclusive discounts,3610.94,2.0,0.2222222222222222,3.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,3610.94,2.0,0.2222222222222222,3.0,0.7777777777777778,0.0
581005,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6523.093999999999,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6523.093999999999,5.0,0.625,9.0,0.375,0.2
581085,Family,Baseline Travelers,exclusive discounts,3629.58,3.0,0.625,5.0,0.375,0.0,4,Baseline Travelers,exclusive discounts,3629.58,3.0,0.625,5.0,0.375,0.0
581086,Group,Group & Family Travelers / Heavy Baggage,free checked bags,4735.098000000001,1.0,0.125,3.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,4735.098000000001,1.0,0.125,3.0,0.875,0.0
581091,Weekender,Baseline Travelers,exclusive discounts,4954.9400000000005,4.0,0.5,7.0,0.5,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4954.9400000000005,4.0,0.5,7.0,0.5,0.0
581110,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
581111,Family,Baseline Travelers,exclusive discounts,4140.36,4.0,0.5,6.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4140.36,4.0,0.5,6.0,0.5,0.25
581120,Solo,Hotel & Business Focused Travelers,free hotel meal,2212.84,2.0,0.5,2.0,0.5,0.5,2,Group & Family Travelers / Heavy Baggage,free checked bags,2212.84,2.0,0.5,2.0,0.5,0.5
581239,Family,Hotel & Business Focused Travelers,free hotel meal,1289.58,2.0,0.25,1.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1289.58,2.0,0.25,1.0,0.75,0.0
581269,Weekender,VIP High-Frequency Spenders,1 night free hotel plus flight,7066.58,4.0,0.5,7.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7066.58,4.0,0.5,7.0,0.5,0.25
581307,Solo,High-Intent Browsers & Spenders,no cancellation fees,6170.360000000001,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,6170.360000000001,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333
581343,Solo,Hotel & Business Focused Travelers,free hotel meal,2680.1800000000003,1.0,0.375,2.0,0.625,1.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2680.1800000000003,1.0,0.375,2.0,0.625,1.0
581365,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,953.44,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,953.44,1.0,0.125,1.0,0.875,0.0
581385,Family,Group & Family Travelers / Heavy Baggage,free checked bags,932.0,1.0,0.125,1.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,932.0,1.0,0.125,1.0,0.875,0.0
581388,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1211.172,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1211.172,1.0,0.125,1.0,0.875,0.0
581409,Family,High-Intent Browsers & Spenders,no cancellation fees,5422.273999999999,3.0,0.375,6.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,5422.273999999999,3.0,0.375,6.0,0.625,0.6666666666666666
581412,Solo,Hotel & Business Focused Travelers,free hotel meal,2319.88,2.0,0.25,2.0,0.75,1.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2319.88,2.0,0.25,2.0,0.75,1.0
581438,Group,Hotel & Business Focused Travelers,free hotel meal,5485.51,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5485.51,3.0,0.375,6.0,0.625,0.0
581461,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,302.0,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,302.0,1.0,0.125,1.0,0.875,0.0
581491,Solo,Baseline Travelers,exclusive discounts,2590.82,2.0,0.4444444444444444,3.0,0.5555555555555556,0.0,4,Baseline Travelers,exclusive discounts,2590.82,2.0,0.4444444444444444,3.0,0.5555555555555556,0.0
581527,Business,Baseline Travelers,exclusive discounts,5534.43,5.0,0.5555555555555556,8.0,0.4444444444444444,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5534.43,5.0,0.5555555555555556,8.0,0.4444444444444444,0.2
581577,Solo,High-Intent Browsers & Spenders,no cancellation fees,1917.62,2.0,0.25,4.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,1917.62,2.0,0.25,4.0,0.75,0.5
581595,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
581666,Solo,High-Intent Browsers & Spenders,no cancellation fees,8739.86,3.0,0.375,7.0,0.625,0.3333333333333333,2,Group & Family Travelers / Heavy Baggage,free checked bags,8739.86,3.0,0.375,7.0,0.625,0.3333333333333333
581679,Family,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,
581685,Family,Group & Family Travelers / Heavy Baggage,free checked bags,886.14,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,886.14,1.0,0.125,1.0,0.875,1.0
581721,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6862.846,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6862.846,5.0,0.625,9.0,0.375,0.2
581729,Solo,Baseline Travelers,exclusive discounts,0.0,0.0,0.2,,0.8,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.2,,0.8,
581770,Family,Baseline Travelers,exclusive discounts,2062.7200000000003,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,2062.7200000000003,2.0,0.25,2.0,0.75,0.0
581835,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,7919.074,5.0,0.625,9.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7919.074,5.0,0.625,9.0,0.375,0.0
581858,Solo,High-Intent Browsers & Spenders,no cancellation fees,2078.6099999999997,2.0,0.25,1.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2078.6099999999997,2.0,0.25,1.0,0.75,0.5
581901,Business,Baseline Travelers,exclusive discounts,4481.909,5.0,0.625,8.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4481.909,5.0,0.625,8.0,0.375,0.2
582002,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
582011,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,7466.288,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7466.288,4.0,0.5,8.0,0.5,0.0
582038,Group,Hotel & Business Focused Travelers,free hotel meal,6916.72,2.0,0.2222222222222222,5.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,6916.72,2.0,0.2222222222222222,5.0,0.7777777777777778,0.0
582190,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
582227,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,5710.801,4.0,0.5,7.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5710.801,4.0,0.5,7.0,0.5,0.25
582241,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
582254,Solo,High-Intent Browsers & Spenders,no cancellation fees,5535.92,4.0,0.5,8.0,0.5,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5535.92,4.0,0.5,8.0,0.5,0.0
582319,Couple,VIP High-Frequency Spenders,1 night free hotel plus flight,13856.079999999998,4.0,0.5,8.0,0.5,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13856.080000000002,4.0,0.5,8.0,0.5,0.5
582320,Solo,Baseline Travelers,exclusive discounts,2531.52,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,2531.52,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0
582326,Solo,Hotel & Business Focused Travelers,free hotel meal,2717.62,4.0,0.5,5.0,0.5,0.75,2,Group & Family Travelers / Heavy Baggage,free checked bags,2717.62,4.0,0.5,5.0,0.5,0.75
582333,Solo,Baseline Travelers,exclusive discounts,4450.88,4.0,0.5,7.0,0.5,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4450.88,4.0,0.5,7.0,0.5,0.0
582343,Solo,Hotel & Business Focused Travelers,free hotel meal,2007.725,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2007.725,2.0,0.25,2.0,0.75,0.0
582446,Family,Hotel & Business Focused Travelers,free hotel meal,1446.0,2.0,0.5,1.0,0.5,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1446.0,2.0,0.5,1.0,0.5,0.0
582482,Solo,Hotel & Business Focused Travelers,free hotel meal,1561.44,2.0,0.2222222222222222,1.0,0.7777777777777778,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,1561.44,2.0,0.2222222222222222,1.0,0.7777777777777778,0.5
582484,Family,High-Intent Browsers & Spenders,no cancellation fees,1870.16,3.0,0.375,6.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,1870.16,3.0,0.375,6.0,0.625,0.3333333333333333
582577,Family,High-Intent Browsers & Spenders,no cancellation fees,3250.76,3.0,0.3333333333333333,5.0,0.6666666666666666,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,3250.76,3.0,0.3333333333333333,5.0,0.6666666666666666,0.6666666666666666
582586,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
582636,Solo,Hotel & Business Focused Travelers,free hotel meal,1717.1,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1717.1,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
582664,Family,Group & Family Travelers / Heavy Baggage,free checked bags,2896.0,1.0,0.125,3.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2896.0,1.0,0.125,3.0,0.875,0.0
582723,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,12424.266,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,12424.266,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0
582729,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
582768,Couple,VIP High-Frequency Spenders,1 night free hotel plus flight,16856.239999999998,5.0,0.625,9.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,16856.239999999998,5.0,0.625,9.0,0.375,0.0
582785,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,7088.898999999999,6.0,0.75,8.0,0.25,0.3333333333333333,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7088.898999999999,6.0,0.75,8.0,0.25,0.3333333333333333
582796,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,5838.0,1.0,0.1111111111111111,5.0,0.8888888888888888,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5838.0,1.0,0.1111111111111111,5.0,0.8888888888888888,0.0
582801,Solo,High-Intent Browsers & Spenders,no cancellation fees,2469.906,2.0,0.5,3.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2469.906,2.0,0.5,3.0,0.5,0.5
582828,Solo,Baseline Travelers,exclusive discounts,3527.8,3.0,0.375,5.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,3527.8,3.0,0.375,5.0,0.625,0.0
582833,Group,Hotel & Business Focused Travelers,free hotel meal,2342.0,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2342.0,2.0,0.25,2.0,0.75,0.0
582903,Solo,Baseline Travelers,exclusive discounts,0.0,0.0,0.2222222222222222,,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.2222222222222222,,0.7777777777777778,
582979,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6957.852000000001,6.0,0.6666666666666666,8.0,0.3333333333333333,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6957.852,6.0,0.6666666666666666,8.0,0.3333333333333333,0.5
582995,Solo,Baseline Travelers,exclusive discounts,3014.78,4.0,0.5,6.0,0.5,0.25,4,Baseline Travelers,exclusive discounts,3014.78,4.0,0.5,6.0,0.5,0.25
583016,Family,Group & Family Travelers / Heavy Baggage,free checked bags,211.38,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,211.38,1.0,0.125,1.0,0.875,0.0
583023,Weekender,High-Intent Browsers & Spenders,no cancellation fees,13695.26,3.0,0.375,7.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13695.26,3.0,0.375,7.0,0.625,0.0
583038,Solo,High-Intent Browsers & Spenders,no cancellation fees,1525.5233333333335,3.0,0.375,4.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,1525.5233333333335,3.0,0.375,4.0,0.625,0.3333333333333333
583052,Solo,High-Intent Browsers & Spenders,no cancellation fees,5018.577,4.0,0.5,7.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,5018.577,4.0,0.5,7.0,0.5,0.5
583070,Family,Baseline Travelers,exclusive discounts,4406.82,3.0,0.375,5.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4406.82,3.0,0.375,5.0,0.625,0.0
583087,Family,High-Intent Browsers & Spenders,no cancellation fees,3313.76,3.0,0.375,5.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,3313.76,3.0,0.375,5.0,0.625,0.6666666666666666
583120,Family,Hotel & Business Focused Travelers,free hotel meal,2166.1400000000003,1.0,0.375,2.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2166.1400000000003,1.0,0.375,2.0,0.625,0.0
583134,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,391.115,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,391.1149999999999,1.0,0.125,1.0,0.875,0.0
583166,Family,Baseline Travelers,exclusive discounts,0.0,0.0,0.2222222222222222,,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.2222222222222222,,0.7777777777777778,
583190,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
583200,Solo,Hotel & Business Focused Travelers,free hotel meal,2737.312,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2737.312,2.0,0.25,2.0,0.75,0.0
583297,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,6895.004,4.0,0.5,8.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,6895.004,4.0,0.5,8.0,0.5,0.5
583335,Family,Baseline Travelers,exclusive discounts,2893.6800000000003,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,2893.6800000000003,2.0,0.25,2.0,0.75,0.0
583336,Family,Baseline Travelers,exclusive discounts,2357.5,2.0,0.2222222222222222,3.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,2357.5,2.0,0.2222222222222222,3.0,0.7777777777777778,0.0
583342,Solo,Baseline Travelers,exclusive discounts,1430.6,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1430.6,2.0,0.25,2.0,0.75,0.0
583446,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,11742.238,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,11742.238,4.0,0.5,8.0,0.5,0.25
583454,Family,Group & Family Travelers / Heavy Baggage,free checked bags,588.12,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,588.12,1.0,0.125,1.0,0.875,0.0
583483,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1327.072,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,1327.072,1.0,0.125,1.0,0.875,1.0
583486,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,7181.8,4.0,0.4444444444444444,8.0,0.5555555555555556,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7181.8,4.0,0.4444444444444444,8.0,0.5555555555555556,0.5
583490,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1290.0,1.0,0.125,2.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1290.0,1.0,0.125,2.0,0.875,0.0
583499,Group,Hotel & Business Focused Travelers,free hotel meal,5350.754,3.0,0.375,6.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5350.754,3.0,0.375,6.0,0.625,0.0
583526,Family,Baseline Travelers,exclusive discounts,4200.96,3.0,0.3333333333333333,6.0,0.6666666666666666,0.0,1,Hotel & Business Focused Travelers,free hotel meal,4200.96,3.0,0.3333333333333333,6.0,0.6666666666666666,0.0
583612,Couple,VIP High-Frequency Spenders,1 night free hotel plus flight,16840.620000000003,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,16840.620000000003,4.0,0.4444444444444444,8.0,0.5555555555555556,0.0
583623,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1693.9,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,1693.9,1.0,0.125,1.0,0.875,1.0
583664,Solo,Baseline Travelers,exclusive discounts,779.6600000000001,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,779.6600000000001,2.0,0.2222222222222222,1.0,0.7777777777777778,0.0
583759,Family,High-Intent Browsers & Spenders,no cancellation fees,2040.04,2.0,0.25,2.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2040.04,2.0,0.25,2.0,0.75,0.5
583764,Group,Hotel & Business Focused Travelers,free hotel meal,11828.04,2.0,0.25,5.0,0.75,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,11828.04,2.0,0.25,5.0,0.75,0.0
583931,Solo,High-Intent Browsers & Spenders,no cancellation fees,1085.605,3.0,0.375,3.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,1085.605,3.0,0.375,3.0,0.625,0.3333333333333333
583955,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
583976,Solo,High-Intent Browsers & Spenders,no cancellation fees,2197.0240000000003,2.0,0.25,2.0,0.75,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,2197.0240000000003,2.0,0.25,2.0,0.75,1.0
584001,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2121.3,1.0,0.125,2.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,2121.3,1.0,0.125,2.0,0.875,0.0
